slug,name,borough,neighborhood,address,cuisines,price_tiers,meal_periods,weeks,sunday_participation,menu_url,reservation_link,listing_url,website,menu_parse_quality
gyu-kaku-japanese-bbq-amsterdam,Gyu-Kaku Japanese BBQ - Amsterdam,Manhattan,Upper West Side,"620 Amsterdam Ave., Manhattan, NY, 10024","[""Japanese / Sushi""]","[""$30"", ""$60""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/44856-Gyu-KakuJapaneseBBQ-Amsterdam-menu.pdf,https://www.opentable.com/restref/client/?rid=1047469,https://www.nyctourism.com/restaurant-week/gyu-kaku-japanese-bbq-amsterdam/,https://www.gyu-kaku.com/amsterdam,partial
gyu-kaku-japanese-bbq-east-village,Gyu-Kaku Japanese BBQ - East Village,Manhattan,Noho,"34 Cooper Square, Manhattan, NY, 10003","[""Japanese / Sushi""]","[""$30"", ""$60""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/44896-Gyu-KakuJapaneseBBQ-EastVillage-menu.pdf,https://www.opentable.com/restref/client/?rid=7703,https://www.nyctourism.com/restaurant-week/gyu-kaku-japanese-bbq-east-village/,https://www.gyu-kaku.com/east-village,partial
gyu-kaku-japanese-bbq-long-island-city,Gyu-Kaku Japanese BBQ - Long Island City,Queens,Long Island City,"44-45 21st St., Queens, NY, 11101","[""Japanese / Sushi""]","[""$30"", ""$60""]","[""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",0,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/49799-Gyu-KakuJapaneseBBQ-LongIslandCity-menu.pdf,https://www.opentable.com/restref/client/?rid=1388899,https://www.nyctourism.com/restaurant-week/gyu-kaku-japanese-bbq-long-island-city/,https://www.gyu-kaku.com/longislandcity,partial
gyu-kaku-midtown,Gyu-Kaku Japanese BBQ - Midtown,Manhattan,Midtown East,"805 Third Ave., 2nd fl., Manhattan, NY, 10022","[""Japanese / Sushi""]","[""$30"", ""$60""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/44802-Gyu-KakuJapaneseBBQ-Midtown-menu.pdf,https://www.opentable.com/restref/client/?rid=7700,https://www.nyctourism.com/restaurant-week/gyu-kaku-midtown/,https://www.gyu-kaku.com/midtown,partial
haidilao-huoguo,Haidilao Huoguo,Queens,Flushing,"138-23 39th Ave., Queens, NY, 11354","[""Chinese""]","[""$45"", ""$60""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)""]",1,,,https://www.nyctourism.com/restaurant-week/haidilao-huoguo/,https://haidilaoflushingreserve.com,
hangawi,HanGawi,Manhattan,Koreatown,"12 E. 32nd St., Manhattan, NY, 10016","[""Vegan"", ""Korean"", ""Vegetarian""]","[""$60""]","[""dinner""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/9276-HanGawi-menu.pdf,,https://www.nyctourism.com/restaurant-week/hangawi/,https://hangawirestaurant.com,full
hanaya-omakase,Hanaya Omakase,Manhattan,Hells Kitchen,"630 Ninth Ave., Manhattan, NY, 10036","[""Japanese / Sushi""]","[""$60""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/50869-HanayaOmakase-menu.pdf,,https://www.nyctourism.com/restaurant-week/hanaya-omakase/,https://www.instagram.com/hanayanyc,failed
hard-rock-cafe,Hard Rock Cafe,Manhattan,Times Square/Theatre District,"1501 Broadway, Manhattan, NY, 10036","[""American (Traditional)""]","[""$45""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,,https://www.opentable.com/restref/client/?rid=174004,https://www.nyctourism.com/restaurant-week/hard-rock-cafe/,https://cafe.hardrock.com/new-york,
harta,Harta,Manhattan,Garment District,"Grayson Hotel, 30 W. 39th St., Manhattan, NY, 10018","[""American (New)""]","[""$30"", ""$45""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/47823-Harta-menu.pdf,https://www.opentable.com/restref/client/?rid=1256209,https://www.nyctourism.com/restaurant-week/harta/,https://www.hartanyc.com,full
hasaki,Hasaki,Manhattan,East Village,"210 E. 9th St., New York, NY, 10003","[""Japanese / Sushi""]","[""$60""]","[""dinner""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",0,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/50526-Hasaki-menu.pdf,,https://www.nyctourism.com/restaurant-week/hasaki/,https://www.hasakinyc.com,full
hav-mar,Hav & Mar,Manhattan,Chelsea,"245 Eleventh Ave., Manhattan, NY, 10001","[""Seafood"", ""Ethiopian""]","[""$60""]","[""dinner""]","[""Week 4 (Aug 10 - Aug 16)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/48438-Hav%26Mar-menu.pdf,https://www.opentable.com/restref/client/?rid=1259890,https://www.nyctourism.com/restaurant-week/hav-mar/,https://www.havandmar.com,partial
havana-central-times-square,Havana Central,Manhattan,Times Square/Theatre District,"151 W. 46th St., Manhattan, NY, 10036","[""Cuban""]","[""$30"", ""$45""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/26384-HavanaCentral-menu.pdf,https://www.opentable.com/restref/client/?rid=4664,https://www.nyctourism.com/restaurant-week/havana-central-times-square/,https://www.havanacentral.com/location/times-square,full
haven-rooftop,Haven Rooftop,Manhattan,Times Square/Theatre District,"Sanctuary Hotel, 132 W. 47th St., Manhattan, NY, 10036","[""American (New)""]","[""$30""]","[""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",0,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/34081-HavenRooftop-menu.pdf,https://www.opentable.com/restref/client/?rid=90400,https://www.nyctourism.com/restaurant-week/haven-rooftop/,https://www.havenrooftop.com,failed
hawksmoor,Hawksmoor,Manhattan,Gramercy,"109 E. 22nd St., Manhattan, NY, 10010","[""Steakhouse""]","[""$60""]","[""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",0,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/45840-Hawksmoor-menu.pdf,https://www.opentable.com/restref/client/?rid=1052086,https://www.nyctourism.com/restaurant-week/hawksmoor/,https://www.hawksmoornyc.com,partial
hearth,Hearth,Manhattan,East Village,"403 E. 12th St., Manhattan, NY, 10009","[""Italian"", ""American (New)""]","[""$30"", ""$60""]","[""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/38974-Hearth-menu.pdf,,https://www.nyctourism.com/restaurant-week/hearth/,https://www.restauranthearth.com,partial
henrys-end,Henry's End,Brooklyn,Brooklyn Heights,"72 Henry St., Brooklyn, NY, 11201","[""American (New)""]","[""$45""]","[""dinner""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/39730-Henry%27sEnd-menu.pdf,https://www.opentable.com/restref/client/?rid=162367,https://www.nyctourism.com/restaurant-week/henrys-end/,https://www.henrysend.com,full
heritage-grand-bakery,Heritage Grand Bakery,Manhattan,Midtown West,"8 W. 40th St., Manhattan, NY, 10018","[""Mediterranean""]","[""$30"", ""$45""]","[""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/48559-HeritageGrandBakery-menu.pdf,,https://www.nyctourism.com/restaurant-week/heritage-grand-bakery/,https://www.heritagegrandbakery.com,full
hudson-vu,Hudson VU,Manhattan,Hells Kitchen,"Ink 48 Hotel, 653 Eleventh Ave., Manhattan, NY, 10036","[""American (New)""]","[""$30""]","[""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",0,,,https://www.nyctourism.com/restaurant-week/hudson-vu/,https://www.hudsonvunyc.com,
hunt-fish-club-nyc,Hunt & Fish Club NYC,Manhattan,Times Square/Theatre District,"125 W. 44th St., Manhattan, NY, 10036","[""Steakhouse"", ""Seafood""]","[""$60""]","[""dinner""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",0,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/39658-Hunt%26FishClubNYC-menu.pdf,https://www.opentable.com/restref/client/?rid=151972,https://www.nyctourism.com/restaurant-week/hunt-fish-club-nyc/,https://www.hfcnyc.com,full
hupo,Hupo,Queens,Long Island City,"10-07 50th Ave., Queens, NY, 11101","[""Chinese""]","[""$60""]","[""dinner""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/48482-Hupo-menu.pdf,https://www.opentable.com/restref/client/?rid=1303147,https://www.nyctourism.com/restaurant-week/hupo/,https://www.hupo.nyc,partial
hutong,Hutong,Manhattan,Midtown East,"731 Lexington Ave., Manhattan, NY, 10022","[""Chinese""]","[""$30"", ""$60""]","[""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/41187-Hutong-menu.pdf,https://www.opentable.com/restref/client/?rid=1283758,https://www.nyctourism.com/restaurant-week/hutong/,https://www.hutong-nyc.com,full
il-carino,Il Carino,Manhattan,Upper East Side,"1710 Second Ave., Manhattan, NY, 10128","[""Italian""]","[""$45""]","[""dinner""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/47964-IlCarino-menu.pdf,https://www.opentable.com/restref/client/?rid=986089,https://www.nyctourism.com/restaurant-week/il-carino/,https://www.ilcarinorestaurantnyc.com,full
il-falco,Il Falco,Queens,Long Island City,"21-50 44th Dr., Queens, NY, 11101","[""Italian"", ""Vegetarian""]","[""$30"", ""$45""]","[""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",0,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/45823-IlFalco-menu.pdf,https://www.opentable.com/restref/client/?rid=191239,https://www.nyctourism.com/restaurant-week/il-falco/,https://www.ilfalcolic.com,full
il-fiorista,Il Fiorista,Manhattan,Nomad,"17 W. 26th St., Manhattan, NY, 10010","[""Mediterranean""]","[""$30"", ""$60""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,,https://www.opentable.com/restref/client/?rid=1052233,https://www.nyctourism.com/restaurant-week/il-fiorista/,https://www.ilfioristanyc.com,
il-mulino-new-york-madison,Il Mulino New York | Madison,Manhattan,Midtown East,"58 E. 56th St., Manhattan, NY, 10022","[""Italian""]","[""$60""]","[""dinner""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/50329-IlMulinoNewYork%7CMadison-menu.pdf,https://www.opentable.com/restref/client/?rid=1459585,https://www.nyctourism.com/restaurant-week/il-mulino-new-york-madison/,https://www.imny.com/location/madison,full
il-mulino-prime-soho,Il Mulino Prime | Soho,Manhattan,Soho,"331 West Broadway, Manhattan, NY, 10013","[""Steakhouse"", ""Italian""]","[""$45"", ""$60""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/38273-IlMulinoPrimeSoho-menu.pdf,https://www.opentable.com/restref/client/?rid=147904,https://www.nyctourism.com/restaurant-week/il-mulino-prime-soho/,https://www.imny.com/location/prime-soho,partial
il-nonno,Il Nonno,Queens,Astoria,"25-17 Astoria Blvd., Queens, NY, 11102","[""Italian""]","[""$30"", ""$45""]","[""brunch"", ""dinner""]","[""Week 4 (Aug 10 - Aug 16)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/49778-IlNonno-menu.pdf,,https://www.nyctourism.com/restaurant-week/il-nonno/,https://www.ilnonnonyc.com,partial
ilili-restaurant,Ilili Restaurant,Manhattan,Nomad,"236 Fifth Ave., Manhattan, NY, 10001","[""Mediterranean"", ""Middle Eastern""]","[""$30"", ""$60""]","[""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)""]",0,,https://www.opentable.com/restref/client/?rid=15550,https://www.nyctourism.com/restaurant-week/ilili-restaurant/,https://www.ililirestaurants.com/location/ilili-nyc,
indian-table,Indian Table,Brooklyn,Cobble Hill,"234 Court St., Brooklyn, NY, 11201","[""Indian""]","[""$45""]","[""dinner""]","[""Week 4 (Aug 10 - Aug 16)""]",0,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/45413-IndianTable-menu.pdf,,https://www.nyctourism.com/restaurant-week/indian-table/,https://indiantableny.com,partial
industry-kitchen,Industry Kitchen,Manhattan,The Seaport,"70 South St., Manhattan, NY, 10038","[""American (New)""]","[""$30"", ""$45""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/42604-IndustryKitchen-menu.pdf,https://www.opentable.com/restref/client/?rid=161413,https://www.nyctourism.com/restaurant-week/industry-kitchen/,https://www.industry-kitchen.com,full
isabelles-osteria,Isabelle's Osteria,Manhattan,Gramercy,"245 Park Ave. South, Manhattan, NY, 10003","[""Italian"", ""Seafood""]","[""$30"", ""$60""]","[""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)""]",0,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/40038-Isabelle%27sOsteria-menu.pdf,https://www.opentable.com/restref/client/?rid=335782,https://www.nyctourism.com/restaurant-week/isabelles-osteria/,https://isabellesnyc.com,full
ishq,Ishq,Manhattan,East Village,"202 Avenue A, Manhattan, NY, 10009","[""Indian""]","[""$45""]","[""dinner""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,,,https://www.nyctourism.com/restaurant-week/ishq/,https://www.ishq.nyc,
izakaya-futago,Izakaya Futago,Manhattan,Midtown East,"211 E. 43rd St., Manhattan, NY, 10017","[""Japanese / Sushi""]","[""$30"", ""$60""]","[""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/50314-IzakayaFutago-menu.pdf,https://www.opentable.com/restref/client/?rid=1321891,https://www.nyctourism.com/restaurant-week/izakaya-futago/,https://www.izakaya-futago.com,failed
jack-and-charlies-no-118,Jack & Charlie’s No. 118,Manhattan,West Village,"118 Greenwich Ave., Manhattan, NY, 10011","[""American (New)""]","[""$60""]","[""dinner""]","[""Week 4 (Aug 10 - Aug 16)""]",0,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/49662-Jack%26Charlie%E2%80%99sNo.118-menu.pdf,,https://www.nyctourism.com/restaurant-week/jack-and-charlies-no-118/,https://www.jackandcharlies118.com,partial
jacks-all-day,Jack's All Day,Manhattan,Times Square/Theatre District,"731 Eighth Ave., Manhattan, NY, 10036","[""American (New)""]","[""$45""]","[""dinner""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,,https://www.opentable.com/restref/client/?rid=1519129,https://www.nyctourism.com/restaurant-week/jacks-all-day/,https://www.jacksalldaynyc.com,
jacobs-pickles-upper-west-side,Jacob's Pickles,Manhattan,Upper West Side,"680 Columbus Ave., Manhattan, NY, 10025","[""Soul Food / Southern""]","[""$30"", ""$45""]","[""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/41845-Jacob%27sPickles-menu.pdf,,https://www.nyctourism.com/restaurant-week/jacobs-pickles-upper-west-side/,https://www.jacobspickles.com/location/jacobs-pickles-upper-west-side,full
jacques-brasserie,Jacques Brasserie,Manhattan,Upper East Side,"204-206 E. 85th St., Manhattan, NY, 10028","[""French""]","[""$45"", ""$60""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/19032-JacquesBrasserie-menu.pdf,,https://www.nyctourism.com/restaurant-week/jacques-brasserie/,https://www.jacquesbrasserie.com,full
jade-eatery-and-lounge,Jade Eatery & Lounge,Queens,Forest Hills,"1 Station Sq., Queens, NY, 11375","[""Asian Fusion"", ""Pan-Asian""]","[""$30"", ""$60""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/48485-JadeEatery%26Lounge-menu.pdf,https://www.opentable.com/restref/client/?rid=1071193,https://www.nyctourism.com/restaurant-week/jade-eatery-and-lounge/,https://www.jadeeatery.com,full
jade-rabbit,Jade Rabbit,Manhattan,Midtown West,"Kimpton Era Hotel, 32 W. 48th St., rooftop, Manhattan, NY, 10036","[""Asian Fusion""]","[""$45""]","[""dinner""]","[""Week 4 (Aug 10 - Aug 16)""]",0,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/50901-JadeRabbit-menu.pdf,https://www.opentable.com/restref/client/?rid=1492843,https://www.nyctourism.com/restaurant-week/jade-rabbit/,https://www.jaderabbitny.com,partial
jasmines-caribbean-cuisine,Jasmine's Caribbean Cuisine,Manhattan,Times Square/Theatre District,"371 W. 46th St., Manhattan, NY, 10036","[""Caribbean""]","[""$30""]","[""dinner""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,,https://www.opentable.com/restref/client/?rid=1122676,https://www.nyctourism.com/restaurant-week/jasmines-caribbean-cuisine/,https://www.jasminecaribbeancuisine.com,
jazba,Jazba,Manhattan,East Village,"207 Second Ave., Manhattan, NY, 10003","[""Indian""]","[""$30"", ""$60""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/48386-Jazba-menu.pdf,https://www.opentable.com/restref/client/?rid=1276645,https://www.nyctourism.com/restaurant-week/jazba/,https://www.jazbanyc.com,full
jing-li,Jing Li,Queens,Long Island City,"27-35 Jackson Ave., Queens, NY, 11101","[""Chinese""]","[""$30"", ""$45""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/49413-JingLi-menu.pdf,,https://www.nyctourism.com/restaurant-week/jing-li/,https://jinglinyc.com,partial
jojo,JoJo,Manhattan,Upper East Side,"160 E. 64th St., Manhattan, NY, 10065","[""American (New)""]","[""$60""]","[""dinner""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,,https://www.opentable.com/restref/client/?rid=4871,https://www.nyctourism.com/restaurant-week/jojo/,https://www.jojorestaurantnyc.com,
josephs-restaurant,Joseph's,Manhattan,Lower Manhattan,"3 Hanover Square, Manhattan, NY, 10004","[""Italian""]","[""$30"", ""$60""]","[""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,,https://www.opentable.com/restref/client/?rid=87547,https://www.nyctourism.com/restaurant-week/josephs-restaurant/,https://www.josephsnyc.com,
jue-lan-club,Jue Lan Club,Manhattan,Flatiron District,"49 W. 20th St., Manhattan, NY, 10011","[""Chinese""]","[""$30"", ""$45""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/39750-JueLanClub-menu.pdf,https://www.opentable.com/restref/client/?rid=191161,https://www.nyctourism.com/restaurant-week/jue-lan-club/,https://www.juelanclub.com,full
junoon,Junoon,Manhattan,Flatiron District,"19 W. 24th St., Manhattan, NY, 10010","[""Indian""]","[""$45"", ""$60""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/36051-Junoon-menu.pdf,,https://www.nyctourism.com/restaurant-week/junoon/,https://www.junoonnyc.com,full
